TOKEN,POS,LEMMA,SENTIMENT,SOURCE,SENSE
неотразимость,Adj,неотразимость,positive/negative,fact,"НЕОТРАЗИМЫЙ (СИЛЬНЫЙ)"
неотразимый,Adj,неотразимый,positive,opinion,"НЕОТРАЗИМЫЙ (ВПЕЧАТЛЯЮЩИЙ)"
неотразимый,Adj,неотразимый,positive/negative,fact,"НЕОТРАЗИМЫЙ (СИЛЬНЫЙ)"
неотступный,Adj,неотступный,negative,opinion,""
неотчетливый,Adj,неотчетливый,negative,opinion,""
неофашистский,Adj,неофашистский,negative,fact,""
неохотный,Adj,неохотный,negative,feeling,""
неоценимый,Adj,неоценимый,positive,opinion,""
неощутимый,Adj,неощутимый,neutral,feeling,"НЕОЩУТИМЫЙ ОРГАНАМИ ЧУВСТВ"
неощутимый,Adj,неощутимый,neutral,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
непереносимый,Adj,непереносимый,negative,opinion,""
неперспективный,Adj,неперспективный,negative,opinion,""
непечатный,Adj,непечатный,negative,opinion,""
неплохой,Adj,неплохой,positive,opinion,""
непобедимый,Adj,непобедимый,positive,opinion,""
неповинный,Adj,неповинный,positive,opinion,""
неповоротливый,Adj,неповоротливый,negative,opinion,""
непогрешимый,Adj,непогрешимый,positive,opinion,""
неподатливый,Adj,неподатливый,negative,opinion,""
неподдельный,Adj,неподдельный,positive,opinion,""
неподобающий,Adj,неподобающий,negative,opinion,""
неподражаемый,Adj,неподражаемый,positive,opinion,""
неподходящий,Adj,неподходящий,negative,opinion,""
неподъемный,Adj,неподъемный,negative,opinion,""
непозволительный,Adj,непозволительный,negative,opinion,""
непокладистый,Adj,непокладистый,negative,opinion,""
непоколебимый,Adj,непоколебимый,positive,opinion,""
непокорный,Adj,непокорный,negative,opinion,""
неполезный,Adj,неполезный,negative,opinion,""
неполноценный,Adj,неполноценный,negative,opinion,""
непонятный,Adj,непонятный,negative,opinion,""
непорочный,Adj,непорочный,positive,opinion,""
непорядочный,Adj,непорядочный,negative,opinion,""
непосильный,Adj,непосильный,negative,opinion,""
непоследовательный,Adj,непоследовательный,negative,opinion,""
непослушный,Adj,непослушный,negative,opinion,""
непосредственный,Adj,непосредственный,neutral,fact,"НЕПОСРЕДСТВЕННЫЙ,НЕПОСРЕДСТВЕННО СЛЕДУЮЩИЙ"
непосредственный,Adj,непосредственный,positive,opinion,"НЕПОСРЕДСТВЕННЫЙ (ОТКРОВЕННЫЙ И НЕПРИНУЖДЕННЫЙ)"
непостижимый,Adj,непостижимый,neutral,operator,"ЧРЕЗВЫЧАЙНЫЙ (ПРЕВОСХОДЯЩИЙ ВСЕ,ВСЕХ)"
непостижимый,Adj,непостижимый,neutral,opinion,"НЕПОСТИЖИМЫЙ"
непотребный,Adj,непотребный,negative,opinion,""
непохожий,Adj,непохожий,neutral,opinion,""
непочтительный,Adj,непочтительный,negative,feeling,""
неправдоподобный,Adj,неправдоподобный,neutral,operator,"ЧРЕЗВЫЧАЙНЫЙ (ПРЕВОСХОДЯЩИЙ ВСЕ,ВСЕХ)"
неправдоподобный,Adj,неправдоподобный,neutral,opinion,"МАЛОВЕРОЯТНЫЙ,НЕПРАВДОПОДОБНЫЙ"
неправедный,Adj,неправедный,negative,opinion,""
неправильный,Adj,неправильный,negative,opinion,"НЕПРАВИЛЬНЫЙ,НЕ ОТВЕЧАЮЩИЙ ПРАВИЛАМ"
неправильный,Adj,неправильный,negative,opinion,"НЕПРАВИЛЬНЫЙ,НЕ СООТВЕТСТВУЮЩИЙ ИСТИНЕ"
неправильный,Adj,неправильный,neutral,fact,"НЕПРАВИЛЬНАЯ ФОРМА"
неправомерный,Adj,неправомерный,negative,opinion,""
неправый,Adj,неправый,negative,opinion,""
непревзойденный,Adj,непревзойденный,positive,opinion,""
непредвзятый,Adj,непредвзятый,positive,opinion,""
непредсказуемый,Adj,непредсказуемый,negative,opinion,""
непредубежденный,Adj,непредубежденный,positive,opinion,""
непредусмотрительный,Adj,непредусмотрительный,negative,opinion,""
непреклонный,Adj,непреклонный,positive,opinion,""
непреодолимый,Adj,непреодолимый,negative,opinion,""
непререкаемый,Adj,безапелляционность,positive,opinion,""
непреходящий,Adj,непреходящий,positive,opinion,""
неприглядный,Adj,неприглядный,negative,opinion,""
непригодный,Adj,непригодный,negative,opinion,""
неприемлемый,Adj,неприемлемый,negative,opinion,""
неприкрытый,Adj,неприкрытый,negative,opinion,""
неприличный,Adj,неприличный,negative,opinion,""
непримечательный,Adj,непримечательный,negative,opinion,""
непримиримый,Adj,непримиримый,positive/negative,opinion,""
непринужденный,Adj,непринужденный,positive,opinion,""
непринципиальный,Adj,непринципиальный,negative,opinion,"БЕСПРИНЦИПНЫЙ"
непринципиальный,Adj,непринципиальный,neutral,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
непристойный,Adj,непристойный,negative,opinion,""
непритворный,Adj,непритворный,positive,opinion,""
непритязательный,Adj,непритязательный,positive,opinion,""
неприхотливый,Adj,неприхотливый,positive,opinion,""
неприязненный,Adj,неприязненный,negative,feeling,""
неприятельский,Adj,неприятельский,negative,opinion,""
неприятный,Adj,неприятный,negative,opinion,""
непродуктивный,Adj,непродуктивный,negative,opinion,""
непродуманный,Adj,непродуманный,negative,opinion,""
непроизводительный,Adj,непроизводительный,negative,opinion,""
непростительный,Adj,непростительный,negative,opinion,""
непростой,Adj,непростой,negative,opinion,""
непросторный,Adj,непросторный,negative,opinion,""
непроходимый,Adj,непроходимый,negative,opinion,""
непроясненный,Adj,непроясненный,negative,opinion,""
непьяный,Adj,непьяный,positive,opinion,""
нерабочий,Adj,нерабочий,negative,fact,"НЕИСПРАВНОЕ СОСТОЯНИЕ"
нерабочий,Adj,нерабочий,neutral,fact,"НЕРАБОЧЕЕ ВРЕМЯ"
неравнодушный,Adj,неравнодушный,positive,feeling,""
нерадивый,Adj,нерадивый,negative,opinion,""
нерадостный,Adj,нерадостный,negative,opinion,""
неразборчивый,Adj,неразборчивый,negative,opinegativenion,""
неразвитой,Adj,неразвитой,negative,opinion,""
неразвитый,Adj,неразвитый,negative,opinion,""
неразговорчивый,Adj,неразговорчивый,negative,opinion,""
неразрешенный,Adj,неразрешенный,negative,fact,""
неразрешимый,Adj,неразрешимый,negative,opinion,""
неразумный,Adj,неразумный,negative,opinion,""
нерасторопный,Adj,нерасторопный,negative,opinion,""
нерациональный,Adj,нерациональный,negative,opinion,""
нервический,Adj,нервический,negative,opinion,""
нервный,Adj,нервный,negative,opinion,"ВОЗБУДИМЫЙ,НЕРВНЫЙ"
нервный,Adj,нервный,negative,opinion,"НЕРВНОЕ СОСТОЯНИЕ"
нервный,Adj,нервный,negative,opinion,"НЕРВНЫЙ (ПОРЫВИСТЫЙ И СУДОРОЖНЫЙ)"
нервный,Adj,нервный,neutral,fact,"НЕРВ"
нервозный,Adj,нервозный,negative,opinion,""
нереалистичный,Adj,нереалистичный,negative,opinion,""
нереальный,Adj,нереальный,negative,opinion,"НЕОСУЩЕСТВИМЫЙ"
нереальный,Adj,нереальный,neutral,fact,"НЕРЕАЛЬНЫЙ,НЕСУЩЕСТВУЮЩИЙ"
нерезкий,Adj,нерезкий,positive,opinion,""
нерезультативный,Adj,нерезультативный,negative,opinion,""
нерешительный,Adj,нерешительный,negative,opinion,""
неробкий,Adj,неробкий,positive,opinion,""
нерусский,Adj,нерусский,negative,fact,""
неряшливый,Adj,неряшливый,negative,opinion,""
несанкционированный,Adj,несанкционированный,negative,fact ,""
несбыточный,Adj,несбыточный,negative,opinion,""
несведущий,Adj,несведущий,negative,opinion,""
несвоевременный,Adj,несвоевременный,negative,opinion,""
несвязанный,Adj,несвязанный,positive,opinion,""
несвязный,Adj,несвязный,negative,opinion,""
несгибаемый,Adj,несгибаемый,positive,opinion,""
несговорчивый,Adj,несговорчивый,negative,opinion,""
несерьезный,Adj,несерьезный,negative,opinion,""
нескладный,Adj,нескладный,negative,opinion,""
нескончаемый,Adj,нескончаемый,negative,opinion,""
нескромный,Adj,нескромный,negative,opinion,""
нескрываемый,Adj,нескрываемый,neutral,opinion,""
нескрытый,Adj,нескрытый,neutral,opinion,""
нескучный,Adj,нескучный,positive,opinion,""
несловоохотливый,Adj,несловоохотливый,negative,opinion,""
несложный,Adj,несложный,neutral,opinion,""
неслучайный,Adj,неслучайный,neutral,opinion,""
несмелый,Adj,несмелый,negative,opinion,""
несметный,Adj,несметный,neutral,opinion,""
несносный,Adj,несносный,negative,opinion,""
несовершенный,Adj,несовершенный,negative,opinion,""
несовместимый,Adj,несовместимый,negative,opinion,""
несовместный,Adj,несовместный,negative,opinion,""
несовременный,Adj,несовременный,negative,opinion,""
несодержательный,Adj,несодержательный,negative,opinion,""
несозревший,Adj,несозревший,negative,opinion,""
несообразный,Adj,несообразный,negative,opinion,""
несоответствующий,Adj,несоответствующий,negative,opinion,""
несопоставимый,Adj,несопоставимый,negative,opinion,""
несостоятельный,Adj,несостоятельный,negative,opinion,""
неспелый,Adj,неспелый,negative,opinion,""
неспешный,Adj,неспешный,positive/negative,opinion,""
неспокойный,Adj,неспокойный,negative,feeling,""
неспособный,Adj,неспособный,negative,opinion,""
несправедливый,Adj,несправедливый,negative,opinion,""
несравненный,Adj,несравненный,positive,opinion,""
нестабильный,Adj,нестабильный,negative,opinion,""
нестандартный,Adj,нестандартный,positive,opinion,""
нестерпимый,Adj,нестерпимый,negative,opinion,""
нестойкий,Adj,нестойкий,negative,opinion,""
нестрогий,Adj,нестрогий,positive,opinion,""
несуразный,Adj,несуразный,negative,opinion,""
несусветный,Adj,несусветный,negative,opinion,""
несущественный,Adj,несущественный,negative,opinion,""
несходный,Adj,несходный,neutral,opinion,""
несхожий,Adj,несхожий,neutral,opinion,""
несчастливый,Adj,несчастливый,negative,opinion,""
несчастный,Adj,несчастный,negative,opinion,""
несчетный,Adj,несчетный,neutral,opinion,""
несъедобный,Adj,несъедобный,negative,opinion,""
нетактичный,Adj,нетактичный,negative,opinion,""
неталантливый,Adj,неталантливый,negative,opinion,""
нетерпимый,Adj,нетерпимый,negative,opinion,""
нетленный,Adj,нетленный,positive,opinion,""
нетолстый,Adj,нетолстый,positive,opinion,""
неторопливый,Adj,неторопливый,positive,opinion,""
неточный,Adj,неточный,negative,opinion,""
нетрезвый,Adj,нетрезвый,negative,opinion,""
нетрудный,Adj,нетрудный,positive,opinion,""
нетрудоустроенный,Adj,нетрудоустроенный,negative,fact,""
нетугой,Adj,нетугой,neutral,opinion,""
неубедительный,Adj,неубедительный,negative,opinion,""
неубиваемый,Adj,неубиваемый,positive,fact,""
неуважительный,Adj,неуважительный,negative,feeling,""
неуверенный,Adj,неуверенный,negative,opinion,""
неугодный,Adj,неугодный,negative,opinion,""
неудачливый,Adj,неудачливый,negative,opinion,""
неудачный,Adj,неудачный,negative,opinion,""
неудобный,Adj,неудобный,negative,opinion,""
неудобоваримый,Adj,неудобоваримый,negative,opinion,""
неудовлетворенный,Adj,неудовлетворенный,negative,feeling,""
неудовлетворительный,Adj,неудовлетворительный,negative,opinion,""
неуживчивый,Adj,неуживчивый,negative,opinion,""
неуклюжий,Adj,неуклюжий,negative,opinion,""
неукротимый,Adj,неукротимый,positive,opinion,""
неумелый,Adj,неумелый,negative,opinion,""
неуместный,Adj,неуместный,negative,opinion,""
неумный,Adj,неумный,negative,opinion,""
неуплаченный,Adj,неуплаченный,negative,fact,""
неуравновешенный,Adj,неуравновешенный,negative,opinion,""
неурегулированный,Adj,неурегулированный,negative,opinion,""
неуспешный,Adj,неуспешный,negative,opinion,""
неуставной,Adj,неуставной,negative,fact,""
неустанный,Adj,неустанный,positive,opinion,""
неустойчивый,Adj,неустойчивый,negative,opinion,""
неустрашимый,Adj,неустрашимый,positive,opinion,""
неуступчивый,Adj,неуступчивый,negative,opinion,""
неутешительный,Adj,неутешительный,negative,opinion,""
неутешный,Adj,неутешный,negative,opinion,""
неутоленный,Adj,неутоленный,negative,feeling,""
неутомимый,Adj,неутомимый,positive,opinion,""
неухоженный,Adj,неухоженный,negative,opinion,""
неучтивый,Adj,неучтивый,negative,opinion,""
неуютный,Adj,неуютный,negative,opinion,""
неуязвимый,Adj,неуязвимый,positive,opinion,""
нехвастливый,Adj,нехвастливый,positive,opinion,""
нехилый,Adj,нехилый,negative,opinion,""
нехитрый,Adj,нехитрый,negative,opinion,""
нехолодный,Adj,нехолодный,neutral,opinion,""
нехороший,Adj,нехороший,negative,opinion,""
нецелесообразный,Adj,нецелесообразный,negative,opinion,""
нецензурный,Adj,нецензурный,negative,opinion,""
нечеловеческий,Adj,нечеловеческий,negative,opinion,""
нечестивый,Adj,нечестивый,negative,opinion,""
нечестный,Adj,нечестный,negative,opinion,""
нечеткий,Adj,нечеткий,negative,opinion,""
нечистоплотный,Adj,нечистоплотный,negative,opinion,""
нечистый,Adj,нечистый,negative,opinion,""
нечуткий,Adj,нечуткий,negative,opinion,""
нещадный,Adj,нещадный,negative,opinion,""
неэтичный,Adj,неэтичный,negative,opinion,""
неэффективный,Adj,неэффективный,negative,opinion,""
неявный,Adj,неявный,neutral,opinion,""
неясный,Adj,неясный,negative,opinion,""
нигилистический,Adj,нигилистический,negative,opinion,""
нигилистский,Adj,нигилистский,negative,opinion,""
низкий,Adj,низкий,negative,fact,"НИЗКИЙ,МЕНЬШЕ НОРМЫ"
низкий,Adj,низкий,negative,opinion,"НИЗКИЙ,ПОДЛЫЙ"
низкий,Adj,низкий,neutral,fact,"НИЗКИЙ ПО ЗВУКУ"
низкий,Adj,низкий,neutral,fact,"РАСПОЛОЖЕНИЕ ВНИЗУ"
низкий,Adj,низкий,neutral,opinion,"НИЗКИЙ ПО ВЫСОТЕ"
низкокачественный,Adj,низкокачественный,negative,opinion,""
низкоквалифицированный,Adj,низкоквалифицированный,negative,opinion,""
низкопробный,Adj,низкопробный,negative,opinion,""
низкосортный,Adj,низкосортный,negative,opinion,""
низкотоксичный,Adj,низкотоксичный,negative,opinion,""
низменный,Adj,низменный,negative,opinion,"НИЗКИЙ,ПОДЛЫЙ"
низменный,Adj,низменный,neutral,fact,"НИЗИНА,НИЗМЕННОЕ МЕСТО"
низший,Adj,низший,negative,opinion,""
никакущий,Adj,никакующий,negative,opinion,""
никудышный,Adj,никудышный,negative,opinion,""
ничтожный,Adj,ничтожный,negative,opinion,""
нищебродский,Adj,нищебродский,negative,opinion,""
нищенский,Adj,нищенский,negative,opinion,""
нищий,Adj,нищий,negative,opinion,"БЕДНЫЙ,СКУДНЫЙ"
нищий,Adj,нищий,negative,opinion,"НИЩЕТА,КРАЙНЯЯ БЕДНОСТЬ"
новомодный,Adj,новомодный,negative,opinion,""
нормальный,Adj,нормальный,positive,opinion,""
норовистый,Adj,норовистый,negative,opinion,""
ностальгический,Adj,ностальгический,negative,feeling,""
нравоучительный,Adj,нравоучительный,negative,opinion,""
нравственный,Adj,нравственный,positive,fact,"МОРАЛЬ"
нравственный,Adj,нравственный,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
нудный,Adj,нудный,negative,opinion,""
няшный,Adj,няшный,positive,opinion,""
обалделый,Adj,обалделый,negative,feeling,""
обаятельнейший,Adj,обаятельнейший,positive,opinion,""
обаятельный,Adj,обаятельный,positive,opinion,""
обветшалый,Adj,обветшалый,negative,opinion,""
обворожительный,Adj,обворожительный,positive,opinion,""
обездоленный,Adj,обездоленный,negative,opinion,""
обеспеченный,Adj,обеспеченный,positive,opinion,""
обеспокоенный,Adj,обеспокоенный,negative,feeling,""
обидный,Adj,обидный,negative,feeling,""
обидчивый,Adj,обидчивый,negative,opinion,""
обильный,Adj,обильный,positive,opinion,""
обкуренный,Adj,обкуренный,negative,fact,""
облыжный,Adj,облыжный,negative,opinion,""
обманный,Adj,обманный,negative,fact,""
обманчивый,Adj,обманчивый,negative,opinion,""
обморочный,Adj,обморочный,negative,fact,""
ободрительный,Adj,ободрительный,positive,opinion,""
обольстительный,Adj,обольстительный,positive,opinion,""
обоснованный,Adj,обоснованный,positive,opinion,""
обостренный,Adj,обостренный,negative,opinion,"ОБОСТРЕННЫЙ (НАПРЯЖЕННЫЙ,НЕПРИЯЗНЕННЫЙ)"
обостренный,Adj,обостренный,positive/negative,feeling,"ОБОСТРЕННЫЙ (ПОВЫШЕННО ЧУВСТВИТЕЛЬНЫЙ)"
образцово-показательный,Adj,образцово-показательный,positive,opinion,""
образцовый,Adj,образцовый,positive,opinion,""
обременительный,Adj,обременительный,negative,opinion,""
обрывочный,Adj,обрывочный,negative,opinion,""
обрюзглый,Adj,обрюзглый,negative,opinion,""
обскурантистский,Adj,обскурантистский,negative,opinion,""
обстоятельный,Adj,обстоятельный,positive,opinion,""
обструкционный,Adj,обструкционный,negative,fact,""
обходительный,Adj,обходительный,positive,opinion,""
обширный,Adj,обширный,neutral,opinion,""
общедоступный,Adj,общедоступный,positive,opinion,""
общепризнанный,Adj,общепризнанный,positive,opinion,""
общительный,Adj,общительный,positive,opinion,""
объективный,Adj,объективный,positive,opinion,""
обязательный,Adj,обязательный,neutral,fact,"ОБЯЗАТЕЛЬНЫЙ ДЛЯ ВЫПОЛНЕНИЯ"
обязательный,Adj,обязательный,neutral,opinion,"ОБЯЗАТЕЛЬНЫЙ (ПОСТОЯННЫЙ,НЕИЗМЕННЫЙ)"
обязательный,Adj,обязательный,positive,opinion,"ОБЯЗАТЕЛЬНЫЙ (ОТВЕТСТВЕННЫЙ)"
огорчительный,Adj,огорчительный,negative,opinion,""
ограниченный,Adj,ограниченный,negative,opinion,""
огромнейший,Adj,огромнейший,neutral,opinion,""
огромный,Adj,огромный,neutral,opinion,""
огрубелый,Adj,огрубелый,negative,opinion,""
одаренный,Adj,одаренный,positive,opinion,""
одеревенелый,Adj,одеревенелый,negative,fact,""
одинокий,Adj,одинокий,negative,fact,""
одиозный,Adj,одиозный,negative,opinion,""
однобокий,Adj,однобокий,negative,fact,"ОДНОБОКИЙ (НЕСИММЕТРИЧНЫЙ)"
однобокий,Adj,однобокий,negative,opinion,"ОДНОСТОРОННИЙ (ОГРАНИЧЕННЫЙ)"
одноглазый,Adj,одноглазый,negative,fact,""
однообразный,Adj,однообразный,negative,opinion,""
односторонний,Adj,односторонний,negative,opinion,""
одноцветный,Adj,одноцветный,negative,opinion,"ОДНООБРАЗНЫЙ"
одноцветный,Adj,одноцветный,neutral,fact,"ОДНОЦВЕТНЫЙ,ОДНОГО ЦВЕТА"
одобрительный,Adj,одобрительный,positive,opinion,""
одурелый,Adj,одурелый,negative,feeling,""
одышечный,Adj,одышечный,negative,fact,""
ожоговый,Adj,ожоговый,negative,fact,""
озабоченный,Adj,озабоченный,negative,opinion,""
озлобленный,Adj,озлобленный,negative,feeling,""
оккупантский,Adj,оккупантский,negative,fact,""
оккупационный,Adj,оккупационный,negative,fact,""
олигархический,Adj,олигархический,negative,fact,""
омерзительный,Adj,омерзительный,negative,opinion,""
онемелый,Adj,онемелый,negative,opinion,""
онкологический,Adj,онкологический,negative,fact,""
опальный,Adj,опальный,negative,opinion,""
опасливый,Adj,опасливый,negative,opinion,""
опаснейший,Adj,опаснейший,negative,opinion,""
опасный,Adj,опасный,negative,opinion,""
опиатный,Adj,опиатный,negative,fact,""
оползневый,Adj,оползневый,negative,fact,""
оправданный,Adj,оправданный,positive,opinion,""
оправдательный,Adj,оправдательный,positive,opinion,""
опрометчивый,Adj,опрометчивый,negative,opinion,""
опрятный,Adj,опрятный,positive,opinion,""
оптимальный,Adj,оптимальный,positive,opinion,""
оптимизационный,Adj,оптимизационный,positive,opinion,""
оптимистический,Adj,оптимистический,positive,feeling,""
оптимистичный,Adj,оптимистичный,positive,feeling,""
опустошенный,Adj,опустошенный,negative,feeling,""
опустошительный,Adj,опустошительный,negative,opinion,""
опухолевый,Adj,опухолевый,negative,fact,""
опытнейший,Adj,опытнейший,positive,opinion,""
опытный,Adj,опытный,neutral,fact,"ЭКСПЕРИМЕНТ"
опытный,Adj,опытный,positive,fact,"ОПЫТ (СОВОКУПНОСТЬ ЗНАНИЙ И УМЕНИЙ)"
опытный,Adj,опытный,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
органичный,Adj,органичный,positive,opinion,""
оргпреступный,Adj,оргпреступный,negative,fact,""
ординарный,Adj,ординарный,negative,opinion,"ОРДИНАРНЫЙ (ОБЫКНОВЕННЫЙ)"
ординарный,Adj,ординарный,neutral,fact,"ОРДИНАР"
оригинальный,Adj,оригинальный,positive,fact,"ОРИГИНАЛЬНЫЙ (ПОДЛИННЫЙ)"
оригинальный,Adj,оригинальный,positive,opinion,"СВОЕОБРАЗНЫЙ,ОРИГИНАЛЬНЫЙ"
ориентировочный,Adj,ориентировочный,neutral,fact,"ОРИЕНТИРОВАНИЕ НА МЕСТНОСТИ"
ориентировочный,Adj,ориентировочный,neutral,opinion,"ПРИБЛИЗИТЕЛЬНЫЙ,НЕТОЧНЫЙ"
осадный,Adj,осадный,negative,fact,""
освежающий,Adj,освежающий,positive,opinion,""
освободительский,Adj,освободительский,positive,opinion,""
осиплый,Adj,осиплый,negative,fact,""
оскорбительный,Adj,оскорбительный,negative,opinion,""
ослабелый,Adj,ослабелый,negative,opinion,""
ослепительный,Adj,ослепительный,positive,opinion,""
осложненный,Adj,осложненный,negative,opinion,""
осложняющий,Adj,осложняющий,negative,opinion,""
осмотрительный,Adj,осмотрительный,positive,opinion,""
осмысленный,Adj,осмысленный,neutral,opinion,""
основательный,Adj,основательный,positive,opinion,""
особенный,Adj,особенный,neutral,opinion,""
особый,Adj,особый,neutral,fact,"ОСОБЫЙ (ОТДЕЛЬНЫЙ,НЕЗАВИСИМЫЙ ОТ ДРУГИХ)"
особый,Adj,особый,neutral,opinion,"ОСОБЕННЫЙ,НЕ ПОХОЖИЙ НА ДРУГИХ"
осовелый,Adj,осовелый,negative,opinion,""
осознанный,Adj,осознанный,neutral,opinion,""
осоловелый,Adj,осоловелый,negative,opinion,""
оспенный,Adj,оспенный,negative,fact,""
осторожный,Adj,осторожный,positive,opinion,""
острозаразный,Adj,острозаразный,negative,fact,""
остромодный,Adj,остромодный,positive,opinion,""
остроумный,Adj,остроумный,positive,opinion,""
острый,Adj,острый,negative,opinion,"ЯЗВИТЕЛЬНЫЙ"
острый,Adj,острый,neutral,fact,"ОСТРЫЙ (ОТТОЧЕННЫЙ)"
острый,Adj,острый,positive,opinion,"ОСТРЫЙ,ТОНКИЙ (ХОРОШО ВОСПРИНИМАЮЩИЙ)"
острый,Adj,острый,positive/negative,opinion,"ОСТРЫЙ НА ВКУС"
осудительный,Adj,осудительный,negative,fact,"ВЫНЕСЕНИЕ ОБВИНИТЕЛЬНОГО ПРИГОВОРА"
осудительный,Adj,осудительный,negative,opinion,"ОСУДИТЬ,ВЫРАЗИТЬ НЕОДОБРЕНИЕ"
осуществимый,Adj,осуществимый,positive,opinion,""
отборный,Adj,отборный,positive,opinion,""
отважный,Adj,отважный,positive,opinion,""
ответственнейший,Adj,ответственнейший,positive,opinion,""
ответственный,Adj,ответственный,neutral,fact,"ОТВЕТСТВЕННЫЙ,ОТВЕЧАЮЩИЙ ЗА"
ответственный,Adj,ответственный,positive,opinion,"ОТВЕТСТВЕННЫЙ ПО ХАРАКТЕРУ"
ответственный,Adj,ответственный,positive,opinion,"ОТВЕТСТВЕННЫЙ (ВАЖНЫЙ,СЕРЬЕЗНЫЙ)"
отвратительный,Adj,отвратительный,negative,opinion,""
отвратный,Adj,отвратный,negative,opinion,""
отекший,Adj,отекший,negative,opinion,""
отечный,Adj,отечный,negative,fact,""
отживший,Adj,отживший,negative,opinion,""
отзывчивый,Adj,отзывчивый,positive,opinion,""
отитный,Adj,отитный,negative,fact,""
откровенный,Adj,откровенный,negative,opinion,"ОТКРОВЕННЫЙ (СЛИШКОМ ОБНАЖАЮЩИЙ ТЕЛО)"
откровенный,Adj,откровенный,neutral,operator,"ОТКРОВЕННЫЙ (ОЧЕВИДНЫЙ,НЕСКРЫВАЕМЫЙ)"
откровенный,Adj,откровенный,positive,opinion,"ЧИСТОСЕРДЕЧНЫЙ,ИСКРЕННИЙ,ОТКРОВЕННЫЙ"
открытый,Adj,открытый,neutral,fact,"ОТКРЫТЫЙ,НЕПОКРЫТЫЙ"
открытый,Adj,открытый,neutral,fact,"ОТКРЫТЫЙ,С БОЛЬШИМ ВЫРЕЗОМ"
открытый,Adj,открытый,neutral,operator,"ЯВНЫЙ,ОТКРЫТЫЙ,НЕСКРЫВАЕМЫЙ"
открытый,Adj,открытый,positive,fact,"ОТКРЫТЫЙ ДЛЯ ЖЕЛАЮЩИХ"
открытый,Adj,открытый,positive,opinion,"ОТКРЫТЫЙ (ИСКРЕННИЙ,ОТКРОВЕННЫЙ)"
отличнейший,Adj,отличнейший,positive,opinion,""
отличный,Adj,отличный,neutral,fact,"РАЗНЫЙ,НЕОДИНАКОВЫЙ"
отличный,Adj,отличный,positive,opinion,"ОТЛИЧНЫЙ,ПРЕВОСХОДНЫЙ"
отменный,Adj,отменный,positive,opinion,""
отрицательный,Adj,отрицательный,negative,opinion,"ОТРИЦАТЕЛЬНАЯ ОЦЕНКА"
отрицательный,Adj,отрицательный,neutral,fact,"ОТРИЦАТЕЛЬНОЕ ЧИСЛО"
отрицательный,Adj,отрицательный,neutral,fact,"ЭЛЕКТРООТРИЦАТЕЛЬНОСТЬ"
отрывочный,Adj,отрывочный,negative,opinion,""
отсталый,Adj,отсталый,negative,opinion,""
отстойный,Adj,отстойный,negative,opinion,"ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)"
отстойный,Adj,отстойный,neutral,fact,"ОТСТАИВАНИЕ ЖИДКОСТИ"
отталкивающий,Adj,отталкивающий,negative,opinion,""
отчаянный,Adj,отчаянный,negative,opinion,""
отчетливый,Adj,отчетливый,positive,opinion,""
отъявленный,Adj,отъявленный,negative,opinion,""
офигенный,Adj,офигенный/офигенна,positive,opinion,""
офигительный,Adj,офигительный,positive,opinion,""
охренительный,Adj,охренительный,positive,opinion,""
охриплый,Adj,охриплый,negative,fact,""
очаровательный,Adj,очаровательный,positive,opinion,""
очерствелый,Adj,очерствелый,negative,opinion,""
очумелый,Adj,очумелый,negative,feeling,""
ошалелый,Adj,ошалелый,negative,feeling,""
ошеломительный,Adj,ошеломительный,positive,opinion,""
ошеломляющий,Adj,ошеломляющий,positive,opinion,""
ошибочный,Adj,ошибочный,negative,opinion,""
пагубный,Adj,пагубный,negative,opinion,""
падший,Adj,падший,negative,opinion,""
пакостный,Adj,пакостный,negative,opinion,""
палевный,Adj,палевный,negative,opinion,""
памятный,Adj,памятный,positive,fact,"ОТМЕТИТЬ ПАМЯТНУЮ ДАТУ"
памятный,Adj,памятный,positive,opinion,"НЕЗАБЫВАЕМЫЙ"
пандемический,Adj,пандемический,negative,fact,""
паникерский,Adj,паникерский,negative,feeling,""
панический,Adj,панический,negative,feeling,""
паразитарный,Adj,паразитарный,negative,fact,""
паразитический,Adj,паразитический,negative,opinion,"ПАРАЗИТИЗМ,ПОТРЕБИТЕЛЬСТВО"
паразитический,Adj,паразитический,neutral,fact,"БИОЛОГИЧЕСКИЙ ПАРАЗИТИЗМ"
паразитный,Adj,паразитный,negative,fact,""
пасквильный,Adj,пасквильный,negative,opinion,""
пасквилянтский,Adj,пасквилянтский,negative,opinion,""
паскудный,Adj,паскудный,negative,opinion,""
пассивный,Adj,пассивный,negative,opinion,"БЕЗДЕЯТЕЛЬНЫЙ"
пассивный,Adj,пассивный,neutral,fact,"ПАССИВНЫЙ ЗАЛОГ"
патетический,Adj,патетический,negative,opinion,""
патетичный,Adj,патетичный,negative,opinion,""
патогенный,Adj,патогенный,negative,fact,""
